ticker,signal_date,entry_date,exit_date,position,pred_prob,raw_return,net_return
JPM,2018-05-01,2018-05-02,2018-05-03,1,0.5546988149788965,-0.004810115502089318,-0.006810115502089318
JPM,2018-05-02,2018-05-03,2018-05-04,1,0.583505119391055,-0.01078154699724676,-0.01278154699724676
JPM,2018-05-03,2018-05-04,2018-05-07,1,0.5885763070005582,0.02189231711823636,0.019892317118236358
JPM,2018-05-04,2018-05-07,2018-05-08,1,0.5906327579135683,0.00707998144684141,0.00507998144684141
JPM,2018-05-07,2018-05-08,2018-05-09,1,0.5835547190608777,0.01743811692661179,0.01543811692661179
JPM,2018-05-08,2018-05-09,2018-05-10,1,0.5859999785047603,0.01570361498900641,0.01370361498900641
JPM,2018-05-09,2018-05-10,2018-05-11,1,0.5683403152139183,0.011484859001061665,0.009484859001061665
JPM,2018-05-30,2018-05-31,2018-06-01,1,0.575171606641542,0.0036127224106943245,0.0016127224106943245
JPM,2018-05-31,2018-06-01,2018-06-04,1,0.617892095089651,0.0059998850909852575,0.003999885090985257
JPM,2018-06-01,2018-06-04,2018-06-05,1,0.6220604889047716,-0.006881612191584674,-0.008881612191584674
JPM,2018-06-04,2018-06-05,2018-06-06,1,0.7004306992290782,0.003880408427195947,0.001880408427195947
JPM,2018-06-05,2018-06-06,2018-06-07,1,0.6361626646634891,0.023191678675616112,0.02119167867561611
JPM,2018-06-06,2018-06-07,2018-06-08,1,0.6440542375877439,-0.005036801267820024,-0.007036801267820024
JPM,2018-06-07,2018-06-08,2018-06-11,1,0.5948898440809726,0.004519982147829227,0.0025199821478292268
JPM,2018-06-08,2018-06-11,2018-06-12,1,0.5937364317893231,0.00017991079418666622,-0.0018200892058133338
JPM,2018-06-11,2018-06-12,2018-06-13,1,0.6344300439831466,-0.006118462414039905,-0.008118462414039905
JPM,2018-06-12,2018-06-13,2018-06-14,1,0.6029607968375066,-0.0016296243397504462,-0.0036296243397504462
JPM,2018-06-13,2018-06-14,2018-06-15,1,0.564180823291634,-0.02248820365587212,-0.02448820365587212
MSFT,2017-03-29,2017-03-30,2017-03-31,1,0.554057535017062,0.003515798450245189,0.0015157984502451888
MSFT,2017-05-08,2017-05-09,2017-05-10,1,0.5700401676479528,0.0018879901885806571,-0.0001120098114193429
MSFT,2017-05-12,2017-05-15,2017-05-16,-1,0.43478420083368025,0.00706057013262007,-0.00906057013262007
MSFT,2017-05-16,2017-05-17,2017-05-18,-1,0.43093682607055345,-0.021628809783712843,0.01962880978371284
MSFT,2017-05-19,2017-05-22,2017-05-23,1,0.5772979195933643,0.012225474725460428,0.010225474725460428
MSFT,2017-05-26,2017-05-30,2017-05-31,-1,0.4363801790164455,0.010602957664639812,-0.012602957664639812
MSFT,2017-05-31,2017-06-01,2017-06-02,-1,0.43165016366371256,0.0028475557285685404,-0.0048475557285685405
MSFT,2017-06-01,2017-06-02,2017-06-05,-1,0.39144827733498366,0.021720757320188078,-0.02372075732018808
MSFT,2017-06-05,2017-06-06,2017-06-07,-1,0.3524852365781465,0.004703151845935727,-0.006703151845935727
MSFT,2017-06-12,2017-06-13,2017-06-14,-1,0.4362430856486184,0.012710810371827863,-0.014710810371827863
MSFT,2017-06-20,2017-06-21,2017-06-22,1,0.553840381943668,0.004700001177171842,0.002700001177171842
MSFT,2017-06-22,2017-06-23,2017-06-26,1,0.5671568421301455,0.018689912785346374,0.016689912785346372
MSFT,2017-06-26,2017-06-27,2017-06-28,1,0.566538845088046,-0.012837031308636115,-0.014837031308636115
MSFT,2017-07-03,2017-07-05,2017-07-06,1,0.5516743155938659,0.00014622062171421035,-0.0018537793782857897
MSFT,2017-07-06,2017-07-07,2017-07-10,1,0.5544492726419796,0.011062981998354537,0.009062981998354537
MSFT,2017-07-10,2017-07-11,2017-07-12,1,0.5687538430190667,0.009857320506521106,0.007857320506521106
MSFT,2017-07-11,2017-07-12,2017-07-13,1,0.5560818466645605,0.011458389098730315,0.009458389098730315
MSFT,2017-07-17,2017-07-18,2017-07-19,-1,0.41658970377358284,0.00560930136979354,-0.00760930136979354
MSFT,2017-07-18,2017-07-19,2017-07-20,-1,0.37569049629873214,0.009252089654018913,-0.011252089654018914
MSFT,2017-07-20,2017-07-21,2017-07-24,-1,0.39758437724582035,0.0010889697647311625,-0.0030889697647311625
MSFT,2017-07-21,2017-07-24,2017-07-25,-1,0.4323825401546774,0.0036725613085935027,-0.005672561308593503
MSFT,2017-07-24,2017-07-25,2017-07-26,-1,0.4318791006381243,0.007316821179366828,-0.009316821179366828
MSFT,2017-07-25,2017-07-26,2017-07-27,-1,0.44085112243087743,-0.007801693174184332,0.005801693174184332
MSFT,2017-08-14,2017-08-15,2017-08-16,1,0.5593743011320442,-0.003396535831003078,-0.005396535831003078
MSFT,2017-08-15,2017-08-16,2017-08-17,1,0.5617572390619927,0.0032721992427584556,0.0012721992427584556
MSFT,2017-08-16,2017-08-17,2017-08-18,1,0.5540326361218784,-0.01780351317877993,-0.01980351317877993
MSFT,2017-08-17,2017-08-18,2017-08-21,1,0.5568131919280803,0.0027673422795226887,0.0007673422795226887
MSFT,2017-08-21,2017-08-22,2017-08-23,1,0.5603579582500978,0.008430800374278125,0.0064308003742781245
MSFT,2017-08-23,2017-08-24,2017-08-25,1,0.571007836347385,0.0016495908938742865,-0.00035040910612571356
MSFT,2017-08-25,2017-08-28,2017-08-29,1,0.5585915660399978,-0.011086583771953706,-0.013086583771953706
